,address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,location_address,location_city,location_state,location_zip,longitude,results,risk,state,violations,zip
264,4200 W 55TH ST ,KENTUCKY FRIED CHICKEN,CHICAGO,KENTUCKY FRIED CHICKEN,Restaurant,2018-01-25T00:00:00.000,2136017,License,41.79326988666046,2565164,POINT (-87.728124774898 41.79326988666),,,,,-87.72812477489833,Pass,Risk 1 (High),IL,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: 3-COMPARTMENT SINK SLOW DRAINING. INSTD TO REPAIR AND MAINTAIN SAME.,60632
265,6500 S KEDZIE AVE ,DUNKIN DONUTS,CHICAGO,DUNKIN DONUTS,Restaurant,2018-01-25T00:00:00.000,2136016,Canvass,41.775274457457535,1621292,POINT (-87.703197333057 41.775274457458),,,,,-87.70319733305739,Out of Business,Risk 2 (Medium),IL,,60629
266,4356 W ARMITAGE AVE ,GOOGOO'S TABLE,CHICAGO,GOOGOO'S TABLE,Restaurant,2018-01-25T00:00:00.000,2136015,Canvass Re-Inspection,41.91715617992765,2412330,POINT (-87.736189320442 41.917156179928),,,,,-87.73618932044188,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED. ",60639
267,4032 W PETERSON AVE ,MEE MAH,CHICAGO,MEE MAH,Restaurant,2018-01-25T00:00:00.000,2136014,Canvass,41.99022935589884,36194,POINT (-87.729923615554 41.990229355899),,,,,-87.72992361555443,Pass,Risk 1 (High),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: INSTRUCTED TO CLEAN AND MAINTAIN KITCHEN HOOD WITH EXCESSIVE GREASE ACCUMULATION.------MUST CLEAN AND MAINTAIN WALLS BEHIND EXPOSED HAND SINK IN PREP/COOKING AREA AND WALLS WITH DRIED FOOD SPILLAGE AROUND SERVICE AREA. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER (S) WITH INCOMPLETE PROOF OF FOOD HANDLER TRAINING. INSTRUCTED TO PROVIDE. INFORMATION GIVEN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO CLEAN, REORGANIZE AND REMOVE UNNECESSARY ARTICLES STORED IN REAR STORAGE AREA TO PREVENT PEST HARBORAGE.--------USABLE ITEMS (FOOD AND NON FOOD)  MUST BE STORED 6' OFF THE FLOOR FOR EASY ACCESS ON CLEANING. NO MILK CRATES.",60646
268,111 N STATE ST ,MARKET PLACE/STARBUCKS COFFE/FRANGO/GODIVA,CHICAGO,MACY'S,Restaurant,2018-01-25T00:00:00.000,2136011,Complaint,41.88347312241303,61210,POINT (-87.627729750029 41.883473122413),,,,,-87.62772975002919,Pass,Risk 1 (High),IL,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: BULK FOOD CONTAINER NOT LABELED AT BAKING STATION ( FLOUR ) INSTRUCTED TO LABEL AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MISSING A SPLASH GUARD AT PASTRIES STATION HAND SINK, INSTRUCTED TO INSTALL. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOOD DEBRIS AND TRASH NOTED UNDER PREP COUNTER AT DELI STATION, INSTRUCTED TO CLEAN AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALL PANEL NOT MOUNTED PROPERLY AT HOT FOOD STATION, INSTRUCTED TO REPAIR. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MISSING LIGHT SHIELD AT WALK-IN COOLER LIGHT FIXTURE, INSTRUCTED TO INSTALL.",60602
269,1522 E 53RD ST ,CHIPOTLE MEXICAN GRILL,CHICAGO,CHIPOTLE MEXICAN GRILL #1979,Restaurant,2018-01-25T00:00:00.000,2136009,Complaint,41.79966079322186,2240918,POINT (-87.588198251471 41.799660793222),,,,,-87.58819825147137,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Observed right stall door in women's restroom inoperable/in disrepair (door hinge is broken). Must repair and maintain same.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Observed excessive food debris and grease accumulation on floors under cooking equipment in front prep area. Must detail clean and sanitize. 

Observed excessive dirt build up in rear corner near water heater, in rear prep. Must detail clean and sanitize. Must maintain same. ",60615
270,5758 S MARYLAND AVE ,CAFE CENTRAL,CHICAGO,ARAMARK FOOD COURT,Restaurant,2018-01-25T00:00:00.000,2136005,Complaint,41.78961184518281,2374305,POINT (-87.605084722125 41.789611845183),,,,,-87.60508472212473,Fail,Risk 1 (High),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: DELI REACH-IN/DISPLAY COOLER NOT MAINTAINING PROPER TEMPERATURE 52.9F. INSTRUCTED MANAGER TO REPAIR. COOLER MUST MAINTAIN 40F OR BELOW. COOLER IS TAGGED HELD FOR INSPECTION AND MUST NOT BE USED UNTIL REINSPECTED BY CHICAGO DEPARTMENT OF HEALTH. CRITICAL VIOLATION 7-38-005A | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED SAMOSAS AND DELI SANDWICHES/WRAPS DISPLAYED FOR SALE AND SERVICE AND STORED AT IMPROPER TEMPERATURE IN REACH-IN COOLER 57.2F-59.5F. INSTRUCTED MANAGER TO DISCARD APPROXIMATELY 10LBS AND $10. ALL COLD FOOD MUST MANTAIN 40F OR BELOW DURING STORAGE, PREPARATION, DISPLAY, AND SERVICE. CRITICAL VIOLATION 7-38-005A | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED OVER 20 MICE DROPPINGS INSIDE FRYER CABINETS IN SERVING AREA, 5 MICE DROPPINGS UNDER HOLDING UNITS IN INDIAN CUISINE SERVING AREA, 10 MICE DROPPINGS SCATTERED UNDER COLD HOLDING UNIT IN SERVING AREA, 10 MICE DROPPINGS SCATTERED INSIDE CABINETS UNDER BAKERY DISPLAY CASE, 5 MICE DROPPINGS ON FLOOR BETWEEN PREP FREEZERS,5 MICE DROPPINGS ON FLOOR NEAR REACH-IN COOLER IN REAR KITCHEN. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. SERIOUS VIOLATION 7-38-020 | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LABEL SUGAR BULK CONTAINERS IN STARBUCKS SERVING AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL COOLERS, FREEZERS, PREP TABLES, SURFACES UNDER CONDENSERS AND HOLDING UNITS, FRYER CABINETS AND ALL CABINTS UNDER EQUIPMENT IN SERVING AREAS, BEVERAGE MACHINES.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: GROUT LOOSE FLOOR TILES NEAR FRYERS AND BEVERAGE AREAS. CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, STORAGE, AND SERVING AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL ALL OPENINGS IN WALLS AND CEILINGS, ALONG BASEBOARDS, AROUND PIPE FITTINGS, ETC IN ALL AREAS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: REPLACE MISSING LIGHT SHIELDS IN WALK-IN COOLER AND FREEZER.",60637
271,3300 W 87TH ST ,CHICKEN COOP,CHICAGO,CHICKEN COOP,Restaurant,2018-01-25T00:00:00.000,2136004,License,41.735258526749796,2578270,POINT (-87.704631510564 41.73525852675),,,,,-87.70463151056377,Pass,Risk 2 (Medium),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED THE WALK-IN COOLER DOOR NOT MAINTAINED, RUBBER GASKET TORN, INSTRUCTED TO REPLACE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED PINK AND BLACK SUBSTANCE ON WALL BEHIND 3 COMPARTMENT SINK, INSTRUCTED TO REMOVE/RECAULK.",60652
272,3300 W 87TH ST ,CHICAGO'S CHICKEN COOP,CHICAGO,CHICAGO'S CHICKEN COOP,Restaurant,2018-01-25T00:00:00.000,2136003,Canvass,41.735258526749796,2303825,POINT (-87.704631510564 41.73525852675),,,,,-87.70463151056377,Out of Business,Risk 2 (Medium),IL,,60652
273,5016 N Pulaski RD ,GT'S,CHICAGO,G.T.S.,Restaurant,2018-01-25T00:00:00.000,2136002,Canvass,41.97240585532906,2299346,POINT (-87.728291500564 41.972405855329),,,,,-87.72829150056414,Fail,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: Observed no city of Chicago certified foodservice manager on site or valid documentation. Instructed facility that a city of Chicago certified foodservice manager must be on site at all times when potentially hazardous foods (Gyro meat sandwiches,hamburgers,soup etc.) are being prepared and/or served to customers. 
Serious violation 7-38-012(a). | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Observed missing end caps on light fixture at rear over the chest freezer.Instructed to install missing end caps on light bulbs or shatter proof light bulbs and maintain. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: Observed 2 food handlers in food prep area with no hair restraints.Instructed to provide hair restraints when working around open foods and maintain. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Observed rodent (mice) droppings approximately 40 on floors along cluttered south wallbase behind the chest freezer at rear storage area.Instructed facility to remove all pests and evidence detail clean and sanitize affected areas,Remove cluttered conditions, recommend to contact a licensed pest control provider for service and maintain.
Serious citation issued 7-38-020. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Observed water leak at base of faucet of dishwashing 3 compartment sink.Instructed to repair plumbing leak and maintain. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: Food handlers with no proof of food handler training.Instructed to provide.",60630
274,5004-5006 S ARCHER AVE ,FAVELA'S RESTAURANT,CHICAGO,FAVELA'S RESTAURANT,Restaurant,2018-01-25T00:00:00.000,2136000,Canvass Re-Inspection,41.802201915317575,2231999,POINT (-87.723845002627 41.802201915318),,,,,-87.72384500262709,Pass,Risk 1 (High),IL,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: CORRECTED. 3-COMPARTMENT SINK REPAIRED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT OUT  ABOVE SEAFOOD PREP STATION. INSTD TO REPLACE LIGHT AND MAINTAIN.",60632
275,8311 S BALTIMORE AVE ,SOUTHSIDE AFRICAN RESTAURANT,CHICAGO,SOUTHSIDE AFRICAN RESTAURANT,Restaurant,2018-01-25T00:00:00.000,2135999,Canvass Re-Inspection,41.744511039571826,2437926,POINT (-87.555365995662 41.744511039572),,,,,-87.5553659956619,Pass,Risk 1 (High),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED.  ALL DROPPINGS REMOVED FROM AREAS PREVIOUSLY OBSERVED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: THE TOP OF THE DEEP FREEZER IS LOOSE AND IN POOR REPAIR; REPAIR OR REPLACE TOP. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED.",60617
276,4047 W NORTH AVE ,QUEBRADITA,CHICAGO,QUEBRADITA,Restaurant,2018-01-25T00:00:00.000,2135998,Canvass,41.90974891018372,2476528,POINT (-87.728332121136 41.909748910184),,,,,-87.72833212113581,Fail,Risk 1 (High),IL,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: OBSERVED BLACK AND PINK MOLD LIKE SUBSTANCES SEVERE BUILD UP ON INTERIOR PART OF ICE MACHINE LIKELY TO CONTAMINATE THE ICE FOR HUMAN CONSUMPTION. INSTRUCTED TO CLEAN, SANITIZE AND MAINTAIN THE ADDRESSED ICE MACHINE AND MUST NOT USE UNTIL THE VIOLATION CORRECTED. 

OBSERVED 25 LBS OF RAW PORK SKIN MEAT WAS BEING STORED AND COMPLETELY SUBMERGED IN WATER INSIDE A MOP SINK LOCATED IN PREP AREA AND IT IS LIKELY THAT CONTAMINATION WILL OCCUR.  MANAGER DISCARDED THE ADDRESSED FOOD ITEM ON SITE AND STATED THE TOTAL VALUE IS $93.00. 
INSTRUCTED TO USE 3-COMPARTMENT SINK OR 1-COMPARTMENT SINK IN PREP AREA FOR WASHING/PREPARING OR THAWING THE FOOD ITEMS. 


SERIOUS VIOLATION: 7-38-005 (A) | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: OBSERVED SINGLE SERVICE CONTAINERS SUCH AS STYROFOAM CUPS USED AS A SCOOP AND BEING STORED INSIDE BULK SEASONING CONTAINERS IN DRY STORAGE SHELVING UNIT IN PREP AREA. INSTRUCTED TO REMOVE AND PROVIDE PROPER UTENSILS WITH HANDLE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED WORN/DAMAGED RUBBER GASKET AT PREP COOLERS IN PREP AREA. INSTRUCTED TO REPAIR/REPLACE AND MAINTAIN. 

OBSERVED DAMAGED INTERIOR PART OF A STAND FREEZER WITH NO DOOR HANDLE IN PREP AREA. INSTRUCTED TO REPAIR/REPLACE AND MAINTAIN IN GOOD REPAIR.    | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED FOOD SPILLS ON SHELF INSIDE A STAND FREEZERS AND INSIDE PREP COOLERS WITH FOOD DEBRIS. INSTRUCTED TO CLEAN, SANITIZE AND MAINTAIN.  | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: OBSERVED WIPING CLOTHS IMPROPERLY STORED ON TOP OF CUTTING BOARD IN PREP AREA. 
 INSTRUCTED TO STORE WIPING CLOTHS IN SANITIZING SOLUTION. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED MOP STORED ON FLOOR UNDER THE EXPOSED HAND SINK IN PREP AREA. INSTRUCTED TO STORE MOP HEAD UPRIGHT TO PREVENT INSECT BREEDING. 
 | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: OBSERVED MANAGER NOT WEARING HAIR RESTRAINTS IN FOOD PREP AREA. INSTRUCTED TO WEAR HAIR RESTRAINTS IN FOOD PREP AREA AT ALL TIMES.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED ACCUMULATED BLACK DIRT AND FOOD DEBRIS ON FLOOR UNDER THE 3-COMPARTMENT SINK AND NEXT TO AND ON TOP OF GREASE TRAP, UNDER THE PREP TABLES, AND UNDER THE COOLERS IN PREP AREA. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. ",60639
277,6145 W TOUHY AVE ,4 HERMANOS TOO,CHICAGO,4 HERMANOS TOO,Restaurant,2018-01-25T00:00:00.000,2135995,Canvass,42.01189724998461,1887531,POINT (-87.781018774483 42.011897249985),,,,,-87.78101877448346,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED NOT TO USE GROCERY BAGS FOR FOOD STORAGE INSIDE REACH-IN COOLER/REACH-IN FREEZER, MUST USE FOOD GRADE BAGS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN AND MAINTAIN FLOORS ALONG THE WALLS AND IN ALL CORNERS IN REAR STORAGE/BOILER ROOM. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO CLEAN, REORGANIZE AND REMOVE UNNECESSARY ARTICLES STORED IN REAR STORAGE/BOILER ROOM TO PREVENT PEST HARBORAGE.-------USABLE ITEMS (FOOD AND NON FOOD) MUST BE STORED 6' OFF THE FLOOR FOR EASY ACCESS ON CLEANING. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: INSTRUCTED TO LABEL AND DATE FOOD PRODUCTS HELD FOR OVER 24 HOURS INSIDE COOLERS | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: INSTRUCTED TO PROVIDE THERMOMETER VISIBLE AND ACCURATE INSIDE REACH-IN DISPALY COOLER IN FRONT DINING AREA.",60646
278,1400 W 95TH ST ,TONY'S STEAK & WING,CHICAGO,TONY'S STEAK & WING,Restaurant,2018-01-25T00:00:00.000,2135992,Complaint,41.721386649184396,2271532,POINT (-87.657875844559 41.721386649184),,,,,-87.6578758445591,Pass,Risk 2 (Medium),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED PEELING PAINT ON THE WALLS IN THE WALK-IN FREEZER, INSTRUCTED TO REMOVE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED CARDBOARD ON PREP TABLE NEXT TO SLICER, IN COOLER SHELVES, INSTRUCTED TO REMOVE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE TWO 2 DOOR FREEZERS WITH EXCESSIVE ICE. INSTRUCTED TO DEFROST AND CLEAN. OBSERVED THE #10 CAN OPENER NOT CLEAN, INSTRUCTED TO CLEAN AND SANITIZE.",60643
279,6413 N Kinzua AVE ,Serenity Cafe Inc.,CHICAGO,Serenity Cafe Inc.,Restaurant,2018-01-25T00:00:00.000,2135991,Canvass,41.9977441821896,2543249,POINT (-87.765453239724 41.99774418219),,,,,-87.76545323972375,Out of Business,Risk 1 (High),IL,,60646
280,2919 N MILWAUKEE AVE ,TACOS TEQUILAS,CHICAGO,TACOS TEQUILAS,Restaurant,2018-01-25T00:00:00.000,2135989,Canvass,41.934392894503155,2283846,POINT (-87.715899888571 41.934392894503),,,,,-87.71589988857131,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO DEFROST THE DEEP FREEZER IN THE BASEMENT TO REMOVE FROST BUILDUP FROM THE INTERIOR WALLS AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED HABENERO'S STORED DIRECTLY IN GROCERY BAGS IN THE REFRIGERATOR IN THE BASEMENT. INSTRUCTED TO USE FOOD GRADE STORAGE BAGS TO PROPERLY STORE FOODS AT ALL TIMES. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: FOUND NO THERMOMETER IN THE REACH-IN REFRIGERATOR IN THE BASEMENT. INSTRUCTED TO PROVIDE INTERNAL THERMOMETERS FOR ALL REFRIGERATION UNITS ON PREMISES.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED A WATER DAMAGED CEILING TILE ABOVE THE REAR PREP AREA. INSTRUCTED TO REPLACE DAMAGED CEILING TILE AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RIPPED GASKETS AROUND THE DOORS OF THE 2-DOOR REACH-IN REFRIGERATOR IN THE FRONT PREP AREA. INSTRUCTED TO REPLACE GASKETS TO PROVIDE A TIGHT FITTING SEAL AROUND THE REFRIGERATION DOORS AT ALL TIMES.",60618
281,8331 S Mackinaw AVE ,NEW SULLIVAN ELEMENTARY SCHOOL,CHICAGO,The New Sullivan Elementary School,School,2018-01-25T00:00:00.000,2135985,Canvass,41.74383020135136,2046637,POINT (-87.542890996052 41.743830201351),,,,,-87.54289099605211,Pass,Risk 1 (High),IL,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED THE FIRST FAUCET AT THE THREE COMP SINK IN THE KITCHEN IS LEAKING; REPAIR LEAK AT FIRST FAUCET OF THREE COMP SINK.

FOUND THE MIDDLE SINK ON THE LEFT SIDE AND THE THIRD SINK ON THE RIGHT SIDE OF THE GIRLS WASHROOM ON THE SECOND FLOOR HAD NO RUNNING WATER; MUST RESTORE.  SINKS HAVE AUTO SENSORS CONNECTED.  A TOTAL OF SIX SINKS WERE IN THE WASHROOM.",60617
282,4888 S ARCHER AVE ,BIG QUESADILLAS MACHETES,CHICAGO,MACHETES PA MATAR EL HAMBRE,Restaurant,2018-01-25T00:00:00.000,2135984,Short Form Complaint,41.8045514672873,2354419,POINT (-87.720020315137 41.804551467287),,,,,-87.7200203151367,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  CRACKED FLOOR TILES IN DINING AREA. INSTD TO REPLACE AND MAINTAIN SAME. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: CORRECTED.",60632
